TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),μ(SNR | null),σ(SNR | null),sm_sf_grid,_cand_idx,Multiplicity,outlier_score,Interesting,ood_pvalue,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,proposed_toi,nst_samples,verdict,confidence,note
177254988,,3.600826992784848,0.4769859865285779,0.0372929927096151,9.36415969463508,1.331,0.6759425418909633,0.6771520812935391,4.606448509655389,0.1292541268169057,4300.47044709184,248,,-4.966631917066613,5.6671,0.225009,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0014|-0.0039|-0.0119|-0.0377|-0.1207|-0.3424|-0.7485|-1.2616|-1.7783|-2.2511|-2.6759|-3.0615|-3.4166|-3.7475|-4.0586|-4.3532|-4.6337|-4.9021|-5.1596|-5.4076|-5.6468|-5.8781|-6.1021|-6.3193|-6.5301|-6.7350|-6.9342|-7.1282|-7.3172|-7.5016|-7.6817|-7.8577|-8.0299|-8.1986|-8.3640|-8.5265|-8.6862|-9.8838|-11.0044|-12.0903|-13.1599|-14.2214|-15.2787|-16.3338|-17.3876|-18.4407|-19.4934|-20.5458|-21.5980|-22.6502|-23.7023|-24.7544,0,3,,True,,1325.814998944779,0.0745859854192302,4.6147339326638535e-06,0.0019264313377032,0.0018938422024654,0.092,0.09,True,,4405.03,5.910005|5.764947|5.939914|5.682210|5.689821|5.669203|5.791252|5.505960|5.102837|5.614523,convincing,2,"TIC 177254988 P=3.60083 d: clean shallow (0.22 sigma) 0.08-d box with sharp edges on a flat baseline and a flat variability model, from many epochs."
179317684,,0.5394102783082027,0.0888521189157226,0.0946109213836899,8.905982956157898,1.083,1.443310820696816,1.5496653308523731,4.206534097438535,0.0867611229604483,6814.960053488626,1772,,-4.77641346471039,4.9532,0.170744,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0004|-0.0010|-0.0026|-0.0068|-0.0196|-0.0609|-0.1893|-0.4702|-0.8775|-1.3238|-1.7471|-2.1303|-2.4764|-2.7931|-3.0867|-3.3622|-3.6229|-3.8713|-4.1093|-4.3384|-4.5597|-4.7741|-4.9824|-5.1854|-5.3834|-5.5769|-5.7664|-5.9520|-6.1342|-6.3131|-6.4890|-6.6620|-6.8323|-7.0000|-7.1652|-7.3281|-7.4888|-7.6474|-7.8039|-7.9585|-8.1112|-8.2621|-9.4079|-10.4805|-11.5071|-12.5064|-13.4897|-14.4636|-15.4317|-16.3962|-17.3583|-18.3188|-19.2781|-20.2366|-21.1945|-22.1520|-23.1091,0,2,,False,,1325.4268976654816,0.1892218427673798,1.4746902830770902e-06,0.0042144258430758,0.0042063572395556,0.075,0.073,False,sharp_freq|known_harmonic,163.02,4.890940|5.118077|4.780674|4.851601|5.158387|4.880430|5.147204|4.772191|4.740160|5.192369,not_convincing,3,"TIC 179317684 P=0.53941 d: shallow 0.05-unit depression covering 35% of the phase with the rest of the cycle raised - a low-amplitude rotational modulation, not a transit."
190223929,,24.95723297032859,7.0648238954931175,0.0354154229121532,12.14483289185052,12.542,,,,,7697.2,2,,-5.846531115328004,4.5316,0.228212,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0011|-0.0028|-0.0076|-0.0226|-0.0710|-0.2066|-0.4872|-0.8962|-1.3444|-1.7561|-2.1122|-2.4228|-2.7004|-2.9540|-3.1891|-3.4096|-3.6181|-3.8164|-4.0062|-4.1885|-4.3644|-4.5345|-4.6996|-4.8602|-5.0168|-5.1698|-5.3196|-5.4664|-5.6106|-5.7523|-5.8919|-6.0296|-6.1654|-6.2996|-6.4322|-6.5635|-6.6936|-6.8225|-6.9503|-7.0771|-7.2031|-7.3282|-7.4526|-8.4199|-9.3607|-10.2849|-11.1977|-12.1023|-13.0005|-13.8934|-14.7821|-15.6670|-16.5488|-17.4277|-18.3041|-19.1783|-20.0504|-20.9207,0,2,,False,,2946.998550128425,0.0708308458243064,0.000179336060486,0.0017724079818097,0.002646055275205,2.408,2.334,False,ntransits,1698.02,4.652323|4.485439|4.958893|4.642028|4.469908|4.152013|4.473849|4.719706|4.184260|4.577140,plausible,2,"TIC 190223929 P=24.95723 d: clean, deep (3-unit), flat-bottomed 0.08 d box seen consistently in two epochs and not absorbed by the GP, but only two epochs exist and the light curve shows other deep excursions at data-gap edges."
198178859,,11.99698320384338,0.6380253262046918,0.0582677684600853,8.604835038507467,1.329,0.8876700318559475,0.8686652655337586,4.50980167710448,0.0205105301151285,5382.0,50,,-5.0141360634878795,5.3974,0.089276,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0002|-0.0006|-0.0029|-0.0156|-0.0973|-0.4832|-1.1651|-1.8044|-2.3377|-2.7936|-3.1952|-3.5568|-3.8867|-4.1906|-4.4721|-4.7337|-4.9775|-5.2048|-5.4168|-5.6148|-5.7999|-5.9734|-6.1367|-6.2910|-6.4377|-6.5780|-6.7129|-6.8433|-6.9702|-7.0940|-7.2155|-7.3350|-7.4530|-7.5697|-7.6853|-7.8001|-7.9143|-8.0279|-8.9206|-9.8061|-10.6900|-11.5735|-12.4569|-13.3403|-14.2236|-15.1070|-15.9903|-16.8737|-17.7570|-18.6404|-19.5237|-20.4071|-21.2905,0,2,,False,,1712.006438044823,0.1165355369201706,9.432161947090645e-06,0.0012537654122985,0.0012490218971164,0.118,0.114,True,,7392.02,5.491801|5.516744|5.413626|5.231189|5.415693|5.468966|5.417212|5.412100|5.353330|5.253693,plausible,2,"TIC 198178859 P=11.99698 d: coherent flat-bottomed 0.11 d dip of 0.25 sigma in the fold, but the host is strongly variable and the GP only partly removes it, and no single epoch shows the event."
224299081,,21.05863625206318,15.780375836408972,0.0787612749991518,12.324759330660996,4.076,1.1330575040786186,1.2632881339024469,4.277365770464882,0.1481021753761768,5956.929379480388,9,,-5.081555377346378,6.7538,0.242663,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0008|-0.0022|-0.0067|-0.0225|-0.0810|-0.2667|-0.6568|-1.1800|-1.6908|-2.1323|-2.5142|-2.8541|-3.1637|-3.4501|-3.7181|-3.9709|-4.2110|-4.4400|-4.6595|-4.8705|-5.0740|-5.2709|-5.4617|-5.6472|-5.8277|-6.0039|-6.1761|-6.3446|-6.5098|-6.6720|-6.8314|-6.9883|-7.1428|-8.3066|-9.3896|-10.4206|-11.4157|-12.3857|-13.3386|-14.2798|-15.2132|-16.1416|-17.0665|-17.9892|-18.9105|-19.8306|-20.7502|-21.6692,0,2,,True,,1727.176527160661,0.1575225499983036,8.385500946938855e-05,0.0045696363663745,0.005361541352943,0.273,0.252,True,,5619.02,6.861613|6.766124|7.110596|6.420863|6.640920|6.527842|7.133433|6.860649|6.411627|6.803862,convincing,2,"TIC 224299081 P=21.05864 d: flat-bottomed 0.17-d box with sharp ingress/egress at ~1.1 sigma depth over a flat FGP baseline in several epochs, only mildly compromised by an elevated post-egress shoulder."
229650439,,2.4617843078621324,0.7110634805352279,0.0358090472871694,9.18000543229144,0.889,0.8320837545546661,0.8047213904504207,4.542123776341391,-0.0062728839251767,5169.32138323877,336,,-4.367998279320564,5.2228,0.270748,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0012|-0.0030|-0.0077|-0.0206|-0.0574|-0.1541|-0.3598|-0.6939|-1.1124|-1.5399|-1.9294|-2.2740|-2.5824|-2.8633|-3.1232|-3.3663|-3.5958|-3.8138|-4.0220|-4.2218|-4.4142|-4.6001|-4.7802|-4.9551|-5.1254|-5.2916|-5.4539|-5.6129|-5.7687|-5.9216|-6.0719|-6.2198|-6.3654|-6.5090|-6.6507|-6.7906|-6.9289|-7.0657|-7.2011|-7.3351|-8.3632|-9.3430|-10.2916|-11.2188|-12.1306|-13.0309|-13.9225|-14.8074|-15.6870|-16.5624|-17.4344|-18.3036|-19.1706|-20.0356|-20.8991,0,3,,True,,1684.0684777745544,0.0716180945743388,3.2413226361337966e-06,0.0015766876169812,0.0026938215022602,0.072,0.068,True,,1438.03,5.370066|5.083868|5.107847|4.755603|5.160743|5.389138|5.566135|5.308997|4.853660|5.632036,convincing,2,"TIC 229650439 P=2.46178 d: very shallow (0.15 sigma) but sharply bounded 0.08-d box built from thousands of epochs, flat baseline, and the fitted stellar variability is smoother and weaker than the dip."
229786610,,0.2721782269423485,0.0486024562280731,0.0062413028978376,18.11087826124369,1.56,0.816598131016819,0.7859888143707002,4.557021581851474,0.0261977834446312,5073.435611106665,2954,,-4.287573149208703,8.3217,0.816594,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0002|-0.0003|-0.0005|-0.0009|-0.0016|-0.0031|-0.0061|-0.0128|-0.0280|-0.0638|-0.1394|-0.2661|-0.4405|-0.6582|-0.9161|-1.2024|-1.4904|-1.7561|-1.9946|-2.2126|-2.4163|-2.6095|-2.7942|-2.9718|-3.1433|-3.3093|-3.4702|-3.6266|-3.7787|-3.9268|-4.0712|-4.2121|-4.3497|-4.4842|-4.6157|-5.5707|-6.4011|-7.1455|-7.8305|-8.4736|-9.0862|-9.6757|-10.2476|-10.8058|-11.3533|-11.8924|-12.4248|-12.9519|-13.4747|-13.9942,0,3,,False,,1683.4063853276757,0.0124826057956752,1.3363732114362745e-07,0.0004691141061812,0.0005271278767834,0.1,0.1,False,sharp_freq,4113.02,7.314908|7.728199|7.417206|7.768897|9.317441|9.370620|9.249285|7.803332|9.246414|8.001176,not_convincing,3,"TIC 229786610 P=0.27218 d: same star as case 61 - narrow V dips recurring every 0.136 d on a smooth wave, so this period is a 2x alias of the underlying variability, not a transit."
229786610,,0.5443563411380378,0.4559368555466235,0.0062412117705396,15.150819093982037,1.695,0.816598131016819,0.7859888143707002,4.557021581851474,0.0261977834446312,5073.435611106665,1486,,-7.484493678633123,5.4151,0.148109,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0012|-0.0034|-0.0103|-0.0344|-0.1225|-0.3978|-0.9041|-1.4775|-2.0101|-2.4811|-2.8986|-3.2743|-3.6172|-3.9340|-4.2293|-4.5064|-4.7679|-5.0157|-5.2512|-5.4758|-5.6904|-5.8962|-6.0937|-6.2840|-6.4676|-6.6452|-6.8174|-6.9848|-7.1479|-7.3072|-7.4632|-7.6162|-7.7665|-7.9146|-8.0607|-8.2050|-8.3478|-8.4893|-9.5829|-10.6481|-11.7024|-12.7514|-13.7972|-14.8408|-15.8826|-16.9230|-17.9620|-19.0000|-20.0370|-21.0733|-22.1089|-23.1439|-24.1784,1,3,,False,,1683.813719726994,0.0124824235410792,7.966878434137184e-07,0.0016747404349254,0.0018210278214832,0.115,0.113,False,harmonic,4113.03,5.421235|5.440339|5.400547|5.437032|5.473041|5.364649|5.020698|5.430072|5.559636|5.603314,not_convincing,3,"TIC 229786610 P=0.54436 d: two narrow (0.015 d) V-shaped dips per folded period, separated by exactly P/2, riding on a 0.136 d wave - an alias of the star's own short-period variability."
231076038,,0.5269471186332564,0.3692031551389343,0.1308161735084362,16.309397782472963,1.743,1.3871309586211944,1.4776705669188783,4.235070520323481,-0.1790473742920977,7113.47963923291,1921,,-6.564530314547061,5.1515,0.290269,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0003|-0.0005|-0.0009|-0.0019|-0.0038|-0.0081|-0.0177|-0.0401|-0.0926|-0.2082|-0.4261|-0.7568|-1.1631|-1.5865|-1.9857|-2.3459|-2.6691|-2.9617|-3.2301|-3.4789|-3.7117|-3.9310|-4.1386|-4.3361|-4.5247|-4.7052|-4.8784|-5.0451|-5.2057|-5.3608|-5.5109|-5.6562|-5.7972|-5.9343|-6.0676|-6.1975|-6.3243|-6.4482|-6.5694|-6.6881|-6.8046|-6.9190|-7.0314|-7.1422|-7.9746|-8.7516|-9.4977|-10.2252|-10.9407|-11.6482|-12.3503|-13.0486|-13.7443|-14.4381|-15.1306|-15.8222|-16.5132|-17.2037|-17.8939,0,2,,False,,1325.707294666792,0.2616323470168724,1.274285452066781e-06,0.0040601602671418,0.001887103649202,0.089,0.08,False,sharp_freq,2618.02,5.211733|5.033972|5.188070|4.785721|5.453985|5.489339|5.104509|5.155332|4.566435|5.525439,not_convincing,3,"TIC 231076038 P=0.52695 d: the fitted transit lasts 0.28 d of a 0.53-d period - the fold is simply a sinusoid, i.e. stellar variability, not a transit."
233535738,,7.926407531322,0.0030926622990641,0.0704306971183047,20.16795839109903,2.359,0.9953559421643065,0.9686266798886866,4.458901915916028,0.0791848037187306,5672.694139074583,104,,-7.016891023013057,10.1998,0.340882,0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0014|-0.0050|-0.0190|-0.0756|-0.2739|-0.7369|-1.4058|-2.0710|-2.6437|-3.1386|-3.5793|-3.9810|-4.3530|-4.7012|-5.0300|-5.3422|-5.6402|-5.9258|-6.2006|-6.4656|-6.7221|-6.9707|-8.7486|-10.3236|-11.8123|-13.2612|-14.6888|-16.1029|-17.5078|-18.9059|-20.2991|-21.6884|-23.0750|-24.4594|-25.8423|-27.2240|-28.6049,0,2,,True,,1683.3616998131351,0.1408613942366094,1.5294739366632622e-05,0.0022038774380035,0.0017384797093694,0.13,0.117,True,,4106.02,10.364049|10.310620|10.443797|10.751362|10.494373|9.918639|9.768769|9.724489|10.398771|9.823142,convincing,3,"TIC 233535738 P=7.92641 d: a deep, flat-bottomed ~3.8-hr dip with sharp ingress and egress, duration exactly as expected for the period, on a flat variability-model baseline; the known 16.3558-d period is 2.06x this, too far off 2:1 for its transits to stack coherently here."
236934937,,2.122384907354001,0.6212682720939368,0.0143486920344653,8.107962956914788,1.133,0.4679607513993364,0.479314225632828,4.744745529534156,-0.310412107725012,3698.899810049502,262,,-4.153315539714344,5.2521,0.17312,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0004|-0.0011|-0.0032|-0.0097|-0.0316|-0.1058|-0.3136|-0.7048|-1.1980|-1.6821|-2.1149|-2.4985|-2.8441|-3.1603|-3.4532|-3.7270|-3.9847|-4.2285|-4.4601|-4.6808|-4.8916|-5.0934|-5.2867|-5.4723|-5.6505|-5.8220|-5.9871|-6.1463|-6.3000|-6.4488|-6.5929|-6.7328|-6.8690|-7.0018|-7.1316|-7.2587|-7.3834|-7.5060|-7.6268|-7.7460|-8.6563|-9.5344|-10.4017|-11.2653|-12.1275|-12.9890|-13.8500|-14.7108|-15.5713|-16.4316|-17.2916|-18.1514|-19.0110|-19.8704|-20.7295,1,2,,False,,1711.991333731377,0.0286973840689306,3.7852026523189465e-06,0.001985643144474,0.0014763866536726,0.115,0.11,False,snrd,2291.02,4.894598|5.393690|5.218594|5.155039|5.449081|5.456115|5.070952|5.349066|5.362589|5.171741,plausible,2,"TIC 236934937 P=2.12238 d: sharp ~40 min dip to -0.28 sigma with a slightly asymmetric profile (gradual ingress, abrupt egress), much shorter than a central transit at this period but not driven by any single epoch."
237071229,,4.813883638821648,3.79859227,0.0474192658610788,10.465460209249652,2.625,1.2413696303675632,1.3891437229178032,4.249195034643699,0.1170119605513918,6256.0768630811135,67,,-5.953844925165681,5.0133,0.121241,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0006|-0.0019|-0.0066|-0.0255|-0.1045|-0.3512|-0.7749|-1.2534|-1.7093|-2.1245|-2.5031|-2.8524|-3.1782|-3.4848|-3.7754|-4.0525|-4.3179|-4.5733|-4.8199|-5.0588|-5.2909|-5.5171|-5.7380|-5.9543|-6.1663|-6.3746|-6.5796|-6.7816|-6.9808|-7.1775|-7.3720|-7.5645|-7.7551|-7.9439|-8.1312|-8.3169|-8.5014|-8.6845|-8.8665|-9.0474|-10.4537|-11.8176|-13.1525|-14.4667|-15.7657|-17.0536|-18.3329|-19.6056|-20.8731|-22.1365|-23.3966|-24.6539|-25.9089|-27.1621|-28.4137,0,2,,True,,1715.1996295972829,0.0948385317221576,1.6026052274030176e-05,0.0053771661137584,0.0032011081416868,0.18,0.172,True,,2039.02,5.043999|5.089931|4.955033|4.874907|5.041283|5.029467|5.281579|4.977676|4.806053|5.033152,convincing,2,"TIC 237071229 P=4.81388 d: 0.10 d box-shaped dip of depth 0.45 sigma with about 15 consecutive negative bins on a flat baseline, quiet star."
237204346,,3.0464821589202966,0.8748340691555162,0.0686992699092314,17.670704115128355,2.111,1.2407871260222938,1.3990459369331287,4.224467142513091,-0.0589362459908,6353.0,230,,-6.08748424253561,8.3933,0.397871,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0008|-0.0022|-0.0071|-0.0240|-0.0839|-0.2559|-0.5979|-1.0798|-1.5962|-2.0671|-2.4814|-2.8524|-3.1917|-3.5066|-3.8020|-4.0810|-4.3459|-4.5984|-4.8397|-5.0708|-5.2927|-5.5058|-5.7109|-5.9084|-6.0988|-6.2826|-6.4601|-6.6318|-7.8356|-8.8636|-9.8121|-10.7236|-11.6161|-12.4983|-13.3745|-14.2473|-15.1179|-15.9872|-16.8556|-17.7236|-18.5912|-19.4586|-20.3259,0,2,,True,,1684.2529389229132,0.1373985398184628,2.917864667649275e-06,0.0009534385845127,0.0011518440353062,0.112,0.099,True,,6257.02,7.761478|8.103430|8.990472|8.117409|8.462579|7.955072|8.728343|8.969664|8.312809|8.532192,convincing,3,"TIC 237204346 P=3.04648 d: textbook 0.14 d flat-bottomed transit of depth 0.28 sigma, flat baseline, dozens of epochs, no secondary at the antipode."
238164799,,13.136992229800956,3.4763013965145704,0.1255065371513782,10.86670724037742,2.538,1.3927489132735216,1.5150560628429608,4.20649329168427,-0.0063551567041398,6736.507244755809,20,,-4.99186102113561,5.2032,0.266048,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0004|-0.0010|-0.0024|-0.0061|-0.0169|-0.0497|-0.1445|-0.3603|-0.7213|-1.1739|-1.6221|-2.0142|-2.3506|-2.6460|-2.9123|-3.1569|-3.3846|-3.5984|-3.8007|-3.9932|-4.1772|-4.3539|-4.5241|-4.6886|-4.8481|-5.0031|-5.1541|-5.3015|-5.4457|-5.5869|-5.7255|-5.8618|-5.9958|-6.1278|-6.2580|-6.3865|-6.5135|-6.6390|-6.7631|-6.8860|-7.0077|-7.9402|-8.8242|-9.6723|-10.4933|-11.2939|-12.0796|-12.8544|-13.6215|-14.3831|-15.1408|-15.8957|-16.6485|-17.4000|-18.1504|-18.8999,0,2,,False,,1471.7579388889994,0.2510130743027564,1.7246028551902464e-05,0.0023011421749696,0.0025287802339354,0.162,0.151,True,,4362.02,5.011654|5.299494|5.113241|4.678717|4.979416|5.536212|5.537020|5.510234|5.258041|5.108392,not_convincing,2,"TIC 238164799 P=13.13699 d: broad 0.26-d ragged V-shaped depression on a strongly spotted star whose variability reaches comparable amplitude at other phases, with positive bumps immediately before and after."
240968774,,3.1541375964792326,2.7542474712449483,0.0218007781315683,9.342363422195708,1.365,0.4892163395946961,0.5034435832330667,4.721601512806814,-0.2038925529658651,3695.322948007905,24,,-4.574315176113551,5.3346,0.244315,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0013|-0.0034|-0.0093|-0.0276|-0.0846|-0.2329|-0.5157|-0.9162|-1.3634|-1.7916|-2.1762|-2.5201|-2.8320|-3.1196|-3.3879|-3.6405|-3.8799|-4.1079|-4.3261|-4.5354|-4.7370|-4.9315|-5.1196|-5.3020|-5.4790|-5.6511|-5.8187|-5.9821|-6.1417|-6.2977|-6.4503|-6.5999|-6.7465|-6.8904|-7.0317|-7.1707|-7.3075|-7.4421|-7.5749|-8.5759|-9.5109|-10.4096|-11.2882|-12.1553|-13.0156|-13.8717|-14.7251|-15.5767|-16.4270|-17.2765|-18.1254|-18.9738|-19.8219|-20.6698,0,2,,True,,1767.4470294033742,0.0436015562631366,7.859220249277994e-06,0.0029900692405183,0.0039413022781678,0.133,0.124,True,,1467.02,5.533201|5.058376|5.116131|5.695501|5.140197|5.471817|5.312359|5.607751|4.942648|5.468105,convincing,2,TIC 240968774 P=3.15414 d: sharp symmetric 1.7 h dip reaching -0.8 sigma over five consecutive bins (6-8 sigma each) on a flat baseline.
241514551,,8.121742918092433,2.2932692610677283,0.0343083569433266,14.5006991407249,6.649,0.8164916935186807,0.7855407341776989,4.556356960452256,0.0964515166907214,5003.383156328445,11,,-4.150630338770438,9.3184,0.560642,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0010|-0.0033|-0.0127|-0.0514|-0.1876|-0.4837|-0.8865|-1.3139|-1.7201|-2.0943|-2.4404|-2.7634|-3.0674|-3.3549|-3.6281|-3.8885|-4.1374|-4.3756|-4.6041|-4.8234|-5.0342|-5.2369|-5.4321|-5.6202|-5.8017|-7.0562|-8.1048|-9.0645|-9.9854|-10.8872|-11.7785|-12.6632|-13.5437|-14.4213|-15.2968|-16.1706|-17.0432|-17.9147|-18.7855|-19.6554,0,2,,True,,3043.4159708132343,0.0686167138866532,1.4652973671683378e-05,0.0014083096739415,0.0019724833377588,0.457,0.428,True,,3240.02,8.997044|8.884747|9.085349|9.050150|8.600115|9.042428|9.220563|10.517093|10.007056|9.779726,convincing,3,"TIC 241514551 P=8.12174 d: textbook box transit - 1.5-unit depth, 0.08 d duration, crisp edges, many epochs all dipping consistently, flat baseline and no secondary."
259606227,,1.0639177023009936,0.8472189296556213,0.0745686963829267,8.110747332994784,1.99,1.3795582025227744,1.5247555571659213,4.200191422641133,-0.0896052428686051,6802.0,157,,-4.03001391414849,5.2803,0.261033,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0003|-0.0007|-0.0018|-0.0047|-0.0127|-0.0358|-0.1020|-0.2704|-0.5946|-1.0421|-1.5204|-1.9647|-2.3593|-2.7116|-3.0312|-3.3258|-3.6004|-3.8587|-4.1034|-4.3365|-4.5596|-4.7741|-4.9810|-5.1810|-5.3751|-5.5637|-5.7474|-5.9267|-6.1019|-6.2734|-6.4415|-6.6065|-6.7686|-6.9280|-7.0848|-7.2394|-7.3918|-7.5422|-7.6907|-7.8375|-7.9826|-9.0892|-10.1366|-11.1487|-12.1392|-13.1161|-14.0842|-15.0462|-16.0038|-16.9581|-17.9099|-18.8597|-19.8079|-20.7548|-21.7006|-22.6455,0,2,,False,,1629.3341498329612,0.1491373927658534,1.959742010163334e-06,0.0041364682617355,0.0026713361673714,0.143,0.139,False,sharp_freq,6555.02,5.260910|5.296854|5.387509|4.651627|5.086396|5.243948|5.312439|5.453694|5.391882|5.717951,not_convincing,2,TIC 259606227 P=1.06392 d: the raw fold is a smooth 0.3-amplitude sinusoid at the candidate period and the shallow 0.13 sigma dip sits exactly at its minimum.
